ten_truong,ma_nganh,ten_nganh,diem_chuan,he_dao_tao,dia_chi,latitude,longitude,chat_luong,nhom_xep_hang,khu_vuc,linh_vuc,hoc_phi,canh_tranh,co_hoi_viec_lam,hoc_bong,chuong_trinh_lien_ket
Đại học Sân khấu - Điện ảnh,MA0100,Đạo diễn điện ảnh,22.9,Chính quy,"Mai Dịch, Cầu Giấy, Hà Nội",21.04106657,105.808129,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Quốc gia Hà Nội,MA0101,Công nghệ thông tin,23,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.04010909,105.8036278,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Sư phạm Hà Nội,MA0102,Kỹ thuật điện,23.1,Liên kết quốc tế,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.02833142,105.7965783,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Công nghệ - ĐHQG Hà Nội,MA0103,Khoa học máy tính,23.2,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03725076,105.7978047,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Học viện Kỹ thuật Quân sự,MA0104,Kỹ thuật hàng không,23.3,Chất lượng cao,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02523727,105.7977785,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Công nghệ BCVT,MA0105,An toàn thông tin,23.4,Liên kết quốc tế,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03918531,105.8015173,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Thương mại,MA0106,Quản trị kinh doanh,23.5,Chính quy,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03463285,105.7940001,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Điện lực,MA0107,Kỹ thuật điện tử,23.6,Chất lượng cao,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03594428,105.7996094,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Kinh tế Quốc dân,MA0108,Kinh tế quốc tế,23.7,Liên kết quốc tế,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.03216723,105.7949572,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Công nghiệp Hà Nội,MA0109,Công nghệ vật liệu,23.8,Chính quy,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.04104784,105.8016559,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Tài chính,MA0110,Tài chính - Ngân hàng,23.9,Chất lượng cao,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.03216742,105.812527,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Giao thông Vận tải,MA0111,Kỹ thuật ô tô,24,Liên kết quốc tế,"3 Cầu Giấy, Hà Nội",21.02994471,105.808359,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Y tế Công cộng,MA0112,Y tế công cộng,24.1,Chính quy,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.02835041,105.7950032,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Học viện Ngân hàng,MA0113,Tài chính ngân hàng,24.2,Chất lượng cao,"12 Chùa Bộc, Đống Đa, Hà Nội",21.03775132,105.8025948,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Ngoại giao,MA0114,Quan hệ quốc tế,24.3,Liên kết quốc tế,"69 Chùa Láng, Đống Đa, Hà Nội",21.02343512,105.8117532,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Mở Hà Nội,MA0115,Quản trị nhân lực,24.4,Chính quy,"96 Định Công, Hoàng Mai, Hà Nội",21.03410732,105.7979113,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Mỹ thuật Công nghiệp,MA0116,Thiết kế thời trang,24.5,Chất lượng cao,"360 Đê La Thành, Đống Đa, Hà Nội",21.03272619,105.808248,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Văn hóa Hà Nội,MA0117,Quản lý văn hóa,24.6,Liên kết quốc tế,"418 Đê La Thành, Đống Đa, Hà Nội",21.03047474,105.8119788,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Học viện Phụ nữ Việt Nam,MA0118,Công tác xã hội,24.7,Chính quy,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03433987,105.811269,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Hành chính Quốc gia,MA0119,Quản lý nhà nước,24.8,Chất lượng cao,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03234523,105.8120809,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Âm nhạc Quốc gia Việt Nam,MA0120,Âm nhạc học,24.9,Liên kết quốc tế,"77 Hào Nam, Đống Đa, Hà Nội",21.03490467,105.795469,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Luật Hà Nội,MA0121,Luật,22,Chính quy,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03100257,105.7973604,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Phòng cháy chữa cháy,MA0122,Kỹ thuật phòng cháy,22.1,Chất lượng cao,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.03532355,105.8055321,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Khoa học Xã hội và Nhân văn,MA0123,Xã hội học,22.2,Liên kết quốc tế,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.04005466,105.7959726,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0124,Ngôn ngữ Anh,22.3,Chính quy,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.04240326,105.8086363,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Sân khấu - Điện ảnh,MA0125,Đạo diễn điện ảnh,22.4,Chất lượng cao,"Mai Dịch, Cầu Giấy, Hà Nội",21.04172403,105.8034323,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Quốc gia Hà Nội,MA0126,Công nghệ thông tin,22.5,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.04242863,105.8016532,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Sư phạm Hà Nội,MA0127,Kỹ thuật điện,22.6,Chính quy,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.02984418,105.80857,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Công nghệ - ĐHQG Hà Nội,MA0128,Khoa học máy tính,22.7,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.04301791,105.8092221,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Kỹ thuật Quân sự,MA0129,Kỹ thuật hàng không,22.8,Liên kết quốc tế,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03423471,105.7967523,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Học viện Công nghệ BCVT,MA0130,An toàn thông tin,22.9,Chính quy,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.04297659,105.8053553,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Thương mại,MA0131,Quản trị kinh doanh,23,Chất lượng cao,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03627084,105.8117824,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Điện lực,MA0132,Kỹ thuật điện tử,23.1,Liên kết quốc tế,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03537949,105.8096255,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Kinh tế Quốc dân,MA0133,Kinh tế quốc tế,23.2,Chính quy,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.02959874,105.8114296,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Công nghiệp Hà Nội,MA0134,Công nghệ vật liệu,23.3,Chất lượng cao,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.04092004,105.7961738,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Học viện Tài chính,MA0135,Tài chính - Ngân hàng,23.4,Liên kết quốc tế,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.03733938,105.8127614,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Giao thông Vận tải,MA0136,Kỹ thuật ô tô,23.5,Chính quy,"3 Cầu Giấy, Hà Nội",21.03371557,105.7941416,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Y tế Công cộng,MA0137,Y tế công cộng,23.6,Chất lượng cao,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.02446996,105.8095517,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Ngân hàng,MA0138,Tài chính ngân hàng,23.7,Liên kết quốc tế,"12 Chùa Bộc, Đống Đa, Hà Nội",21.0249208,105.7997681,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Ngoại giao,MA0139,Quan hệ quốc tế,23.8,Chính quy,"69 Chùa Láng, Đống Đa, Hà Nội",21.02998954,105.7966846,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Mở Hà Nội,MA0140,Quản trị nhân lực,23.9,Chất lượng cao,"96 Định Công, Hoàng Mai, Hà Nội",21.0370111,105.808219,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Mỹ thuật Công nghiệp,MA0141,Thiết kế thời trang,24,Liên kết quốc tế,"360 Đê La Thành, Đống Đa, Hà Nội",21.02545941,105.8038991,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Văn hóa Hà Nội,MA0142,Quản lý văn hóa,24.1,Chính quy,"418 Đê La Thành, Đống Đa, Hà Nội",21.02491663,105.8049581,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Phụ nữ Việt Nam,MA0143,Công tác xã hội,24.2,Chất lượng cao,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03171415,105.7988,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Hành chính Quốc gia,MA0144,Quản lý nhà nước,24.3,Liên kết quốc tế,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03355821,105.8012962,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Âm nhạc Quốc gia Việt Nam,MA0145,Âm nhạc học,24.4,Chính quy,"77 Hào Nam, Đống Đa, Hà Nội",21.02668553,105.8117057,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Luật Hà Nội,MA0146,Luật,24.5,Chất lượng cao,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.0279956,105.8111137,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Phòng cháy chữa cháy,MA0147,Kỹ thuật phòng cháy,24.6,Liên kết quốc tế,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.02469641,105.806883,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Khoa học Xã hội và Nhân văn,MA0148,Xã hội học,24.7,Chính quy,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.02505689,105.8078539,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0149,Ngôn ngữ Anh,24.8,Chất lượng cao,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.04202528,105.7984563,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Sân khấu - Điện ảnh,MA0150,Đạo diễn điện ảnh,24.9,Liên kết quốc tế,"Mai Dịch, Cầu Giấy, Hà Nội",21.02836303,105.8024164,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Quốc gia Hà Nội,MA0151,Công nghệ thông tin,22,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.02715198,105.8099838,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Sư phạm Hà Nội,MA0152,Kỹ thuật điện,22.1,Chất lượng cao,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.03369533,105.8088431,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Công nghệ - ĐHQG Hà Nội,MA0153,Khoa học máy tính,22.2,Liên kết quốc tế,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.03050494,105.7993048,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Học viện Kỹ thuật Quân sự,MA0154,Kỹ thuật hàng không,22.3,Chính quy,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02683671,105.8005176,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Công nghệ BCVT,MA0155,An toàn thông tin,22.4,Chất lượng cao,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03628774,105.8123489,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Thương mại,MA0156,Quản trị kinh doanh,22.5,Liên kết quốc tế,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.04195601,105.811762,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Điện lực,MA0157,Kỹ thuật điện tử,22.6,Chính quy,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03471073,105.8053138,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Kinh tế Quốc dân,MA0158,Kinh tế quốc tế,22.7,Chất lượng cao,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.03093259,105.8020271,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Công nghiệp Hà Nội,MA0159,Công nghệ vật liệu,22.8,Liên kết quốc tế,"298 Cầu Diễn, Bắc Từ Liêm, Hà Nội",21.02545898,105.8013292,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Học viện Tài chính,MA0160,Tài chính - Ngân hàng,22.9,Chính quy,"58 Lê Văn Hiến, Bắc Từ Liêm, Hà Nội",21.03835082,105.8080768,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Giao thông Vận tải,MA0161,Kỹ thuật ô tô,23,Chất lượng cao,"3 Cầu Giấy, Hà Nội",21.03343697,105.8082667,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Y tế Công cộng,MA0162,Y tế công cộng,23.1,Liên kết quốc tế,"1A Đức Thắng, Bắc Từ Liêm, Hà Nội",21.0395477,105.8043108,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Học viện Ngân hàng,MA0163,Tài chính ngân hàng,23.2,Chính quy,"12 Chùa Bộc, Đống Đa, Hà Nội",21.03205526,105.8096414,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Học viện Ngoại giao,MA0164,Quan hệ quốc tế,23.3,Chất lượng cao,"69 Chùa Láng, Đống Đa, Hà Nội",21.02449471,105.7998776,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Mở Hà Nội,MA0165,Quản trị nhân lực,23.4,Liên kết quốc tế,"96 Định Công, Hoàng Mai, Hà Nội",21.03297954,105.7972057,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Mỹ thuật Công nghiệp,MA0166,Thiết kế thời trang,23.5,Chính quy,"360 Đê La Thành, Đống Đa, Hà Nội",21.03349693,105.8083554,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Đại học Văn hóa Hà Nội,MA0167,Quản lý văn hóa,23.6,Chất lượng cao,"418 Đê La Thành, Đống Đa, Hà Nội",21.0416129,105.8074686,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Phụ nữ Việt Nam,MA0168,Công tác xã hội,23.7,Liên kết quốc tế,"68 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.02872125,105.7953111,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Học viện Hành chính Quốc gia,MA0169,Quản lý nhà nước,23.8,Chính quy,"77 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.03052503,105.8092894,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Học viện Âm nhạc Quốc gia Việt Nam,MA0170,Âm nhạc học,23.9,Chất lượng cao,"77 Hào Nam, Đống Đa, Hà Nội",21.03240471,105.8075244,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Luật Hà Nội,MA0171,Luật,24,Liên kết quốc tế,"87 Nguyễn Chí Thanh, Đống Đa, Hà Nội",21.04001722,105.8029482,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
Đại học Phòng cháy chữa cháy,MA0172,Kỹ thuật phòng cháy,24.1,Chính quy,"243 Khuất Duy Tiến, Thanh Xuân, Hà Nội",21.02797893,105.7999848,Chất lượng cao,Tầm trung,Cầu Giấy,Y - Dược,Thấp,Cao,Cao,Không,Không
Đại học Khoa học Xã hội và Nhân văn,MA0173,Xã hội học,24.2,Chất lượng cao,"336 Nguyễn Trãi, Thanh Xuân, Hà Nội",21.03321351,105.8115244,Tầm trung,Top đầu,Cầu Giấy,Khoa học tự nhiên,Trung bình,Trung bình,Trung bình,Có,Có
Đại học Ngoại ngữ - ĐHQG Hà Nội,MA0174,Ngôn ngữ Anh,24.3,Liên kết quốc tế,"Phạm Văn Đồng, Cầu Giấy, Hà Nội",21.02334214,105.8017714,Bình thường,Tầm trung,Cầu Giấy,Kỹ thuật,Cao,Thấp,Thấp,Không,Không
Đại học Sân khấu - Điện ảnh,MA0175,Đạo diễn điện ảnh,24.4,Chính quy,"Mai Dịch, Cầu Giấy, Hà Nội",21.02361094,105.7962824,Chất lượng cao,Top đầu,Cầu Giấy,Kinh tế,Thấp,Cao,Cao,Có,Có
Đại học Quốc gia Hà Nội,MA0176,Công nghệ thông tin,24.5,Chất lượng cao,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.0399338,105.800254,Tầm trung,Tầm trung,Cầu Giấy,Y - Dược,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Sư phạm Hà Nội,MA0177,Kỹ thuật điện,24.6,Liên kết quốc tế,"136 Xuân Thủy, Cầu Giấy, Hà Nội",21.03501663,105.8048984,Bình thường,Top đầu,Cầu Giấy,Khoa học tự nhiên,Cao,Thấp,Thấp,Có,Có
Đại học Công nghệ - ĐHQG Hà Nội,MA0178,Khoa học máy tính,24.7,Chính quy,"144 Xuân Thủy, Cầu Giấy, Hà Nội",21.0269547,105.8059118,Chất lượng cao,Tầm trung,Cầu Giấy,Kỹ thuật,Thấp,Cao,Cao,Không,Không
Học viện Kỹ thuật Quân sự,MA0179,Kỹ thuật hàng không,24.8,Chất lượng cao,"236 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.02484334,105.8096807,Tầm trung,Top đầu,Cầu Giấy,Kinh tế,Trung bình,Trung bình,Trung bình,Có,Có
Học viện Công nghệ BCVT,MA0180,An toàn thông tin,24.9,Liên kết quốc tế,"122 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.03311517,105.8046208,Bình thường,Tầm trung,Cầu Giấy,Y - Dược,Cao,Thấp,Thấp,Không,Không
Đại học Thương mại,MA0181,Quản trị kinh doanh,22,Chính quy,"79 Hồ Tùng Mậu, Cầu Giấy, Hà Nội",21.03040283,105.8017206,Chất lượng cao,Top đầu,Cầu Giấy,Khoa học tự nhiên,Thấp,Cao,Cao,Có,Có
Đại học Điện lực,MA0182,Kỹ thuật điện tử,22.1,Chất lượng cao,"235 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",21.0413554,105.806821,Tầm trung,Tầm trung,Cầu Giấy,Kỹ thuật,Trung bình,Trung bình,Trung bình,Không,Không
Đại học Kinh tế Quốc dân,MA0183,Kinh tế quốc tế,22.2,Liên kết quốc tế,"207 Giải Phóng, Hai Bà Trưng, Hà Nội",21.03354647,105.8114757,Bình thường,Top đầu,Cầu Giấy,Kinh tế,Cao,Thấp,Thấp,Có,Có
